dag_id,run_date,task_id,start_time,end_time,log,attempt,has_task_succeeded_on_retry,error_code
inventory_sync,2026-05-12,pull_warehouse_api,2026-05-12 03:04:18,2026-05-12 03:25:45,"2026-05-12 03:04:18 INFO  [inventory_sync.pull_warehouse_api] TaskInstance started — attempt 1
2026-05-12 03:04:20 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 03:04:23 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 03:15:01 INFO  Stage 1 complete — input rows processed
2026-05-12 03:25:43 INFO  Writing output Delta table (MERGE) 
2026-05-12 03:25:45 INFO  [inventory_sync.pull_warehouse_api] Task completed successfully in 1287s (exit_code=0)",1,False,0
inventory_sync,2026-05-12,normalize_sku,2026-05-12 03:26:09,2026-05-12 03:48:16,"2026-05-12 03:26:09 INFO  [inventory_sync.normalize_sku] TaskInstance started — attempt 1
2026-05-12 03:26:11 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 03:26:14 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 03:37:12 INFO  Stage 1 complete — input rows processed
2026-05-12 03:48:14 INFO  Writing output Delta table (MERGE) 
2026-05-12 03:48:16 INFO  [inventory_sync.normalize_sku] Task completed successfully in 1327s (exit_code=0)",1,False,0
inventory_sync,2026-05-12,reconcile_stock,2026-05-12 03:48:32,2026-05-12 03:55:03,"2026-05-12 03:48:32 INFO  [inventory_sync.reconcile_stock] TaskInstance started — attempt 1
2026-05-12 03:48:34 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 03:48:37 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 03:51:47 INFO  Stage 1 complete — input rows processed
2026-05-12 03:55:01 INFO  Writing output Delta table (MERGE) 
2026-05-12 03:55:03 INFO  [inventory_sync.reconcile_stock] Task completed successfully in 391s (exit_code=0)",1,False,0
inventory_sync,2026-05-12,write_delta,2026-05-12 03:55:48,2026-05-12 04:05:12,"2026-05-12 03:55:48 INFO  [inventory_sync.write_delta] TaskInstance started — attempt 1
2026-05-12 03:55:50 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 03:55:53 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 04:00:30 INFO  Stage 1 complete — input rows processed
2026-05-12 04:05:10 INFO  Writing output Delta table (MERGE) 
2026-05-12 04:05:12 INFO  [inventory_sync.write_delta] Task completed successfully in 564s (exit_code=0)",1,False,0
marketing_attribution,2026-05-12,load_ad_spend,2026-05-12 04:22:04,2026-05-12 04:46:11,"2026-05-12 04:22:04 INFO  [marketing_attribution.load_ad_spend] TaskInstance started — attempt 1
2026-05-12 04:22:06 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 04:22:09 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 04:34:07 INFO  Stage 1 complete — input rows processed
2026-05-12 04:46:09 INFO  Writing output Delta table (MERGE) 
2026-05-12 04:46:11 INFO  [marketing_attribution.load_ad_spend] Task completed successfully in 1447s (exit_code=0)",1,False,0
marketing_attribution,2026-05-12,load_conversions,2026-05-12 04:46:59,2026-05-12 05:08:07,"2026-05-12 04:46:59 INFO  [marketing_attribution.load_conversions] TaskInstance started — attempt 1
2026-05-12 04:47:01 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 04:47:04 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 04:57:33 INFO  Stage 1 complete — input rows processed
2026-05-12 05:08:05 INFO  Writing output Delta table (MERGE) 
2026-05-12 05:08:07 INFO  [marketing_attribution.load_conversions] Task completed successfully in 1268s (exit_code=0)",1,False,0
marketing_attribution,2026-05-12,join_touchpoints,2026-05-12 05:08:32,2026-05-12 05:27:25,"2026-05-12 05:08:32 INFO  [marketing_attribution.join_touchpoints] TaskInstance started — attempt 1
2026-05-12 05:08:34 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 05:08:37 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 05:17:58 INFO  Stage 1 complete — input rows processed
2026-05-12 05:27:23 INFO  Writing output Delta table (MERGE) 
2026-05-12 05:27:25 INFO  [marketing_attribution.join_touchpoints] Task completed successfully in 1133s (exit_code=0)",1,False,0
marketing_attribution,2026-05-12,attribute_revenue,2026-05-12 05:27:59,2026-05-12 05:43:19,"2026-05-12 05:27:59 INFO  [marketing_attribution.attribute_revenue] TaskInstance started — attempt 1
2026-05-12 05:28:01 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 05:28:04 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 05:35:39 INFO  Stage 1 complete — input rows processed
2026-05-12 05:43:17 INFO  Writing output Delta table (MERGE) 
2026-05-12 05:43:19 INFO  [marketing_attribution.attribute_revenue] Task completed successfully in 920s (exit_code=0)",1,False,0
finance_reconciliation,2026-05-12,extract_ledger,2026-05-12 05:05:44,2026-05-12 05:11:31,"2026-05-12 05:05:44 INFO  [finance_reconciliation.extract_ledger] TaskInstance started — attempt 1
2026-05-12 05:05:46 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 05:05:49 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 05:08:37 INFO  Stage 1 complete — input rows processed
2026-05-12 05:11:29 INFO  Writing output Delta table (MERGE) 
2026-05-12 05:11:31 INFO  [finance_reconciliation.extract_ledger] Task completed successfully in 347s (exit_code=0)",1,False,0
finance_reconciliation,2026-05-12,extract_payments,2026-05-12 05:12:09,2026-05-12 05:32:02,"2026-05-12 05:12:09 INFO  [finance_reconciliation.extract_payments] TaskInstance started — attempt 1
2026-05-12 05:12:11 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 05:12:14 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 05:22:05 INFO  Stage 1 complete — input rows processed
2026-05-12 05:32:00 INFO  Writing output Delta table (MERGE) 
2026-05-12 05:32:02 INFO  [finance_reconciliation.extract_payments] Task completed successfully in 1193s (exit_code=0)",1,False,0
finance_reconciliation,2026-05-12,reconcile,2026-05-12 05:32:53,2026-05-12 05:51:12,"2026-05-12 05:32:53 INFO  [finance_reconciliation.reconcile] TaskInstance started — attempt 1
2026-05-12 05:32:55 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 05:32:58 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 05:42:02 INFO  Stage 1 complete — input rows processed
2026-05-12 05:51:10 INFO  Writing output Delta table (MERGE) 
2026-05-12 05:51:12 INFO  [finance_reconciliation.reconcile] Task completed successfully in 1099s (exit_code=0)",1,False,0
finance_reconciliation,2026-05-12,gl_validation,2026-05-12 05:51:21,2026-05-12 05:58:22,"2026-05-12 05:51:21 INFO  [finance_reconciliation.gl_validation] TaskInstance started — attempt 1
2026-05-12 05:51:23 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 05:51:26 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 05:54:51 INFO  Stage 1 complete — input rows processed
2026-05-12 05:58:20 INFO  Writing output Delta table (MERGE) 
2026-05-12 05:58:22 INFO  [finance_reconciliation.gl_validation] Task completed successfully in 421s (exit_code=0)",1,False,0
finance_reconciliation,2026-05-12,export_report,2026-05-12 05:58:37,2026-05-12 06:13:17,"2026-05-12 05:58:37 INFO  [finance_reconciliation.export_report] TaskInstance started — attempt 1
2026-05-12 05:58:39 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 05:58:42 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 06:05:57 INFO  Stage 1 complete — input rows processed
2026-05-12 06:13:15 INFO  Writing output Delta table (MERGE) 
2026-05-12 06:13:17 INFO  [finance_reconciliation.export_report] Task completed successfully in 880s (exit_code=0)",1,False,0
clickstream_ingest,2026-05-12,read_kafka_offsets,2026-05-12 00:13:02,2026-05-12 00:18:40,"2026-05-12 00:13:02 INFO  [clickstream_ingest.read_kafka_offsets] TaskInstance started — attempt 1
2026-05-12 00:13:04 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 00:13:07 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 00:15:51 INFO  Stage 1 complete — input rows processed
2026-05-12 00:18:38 INFO  Writing output Delta table (MERGE) 
2026-05-12 00:18:40 INFO  [clickstream_ingest.read_kafka_offsets] Task completed successfully in 338s (exit_code=0)",1,False,0
clickstream_ingest,2026-05-12,parse_events,2026-05-12 00:19:21,2026-05-12 00:33:03,"2026-05-12 00:19:21 INFO  [clickstream_ingest.parse_events] TaskInstance started — attempt 1
2026-05-12 00:19:23 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 00:19:26 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 00:26:12 INFO  Stage 1 complete — input rows processed
2026-05-12 00:33:01 INFO  Writing output Delta table (MERGE) 
2026-05-12 00:33:03 INFO  [clickstream_ingest.parse_events] Task completed successfully in 822s (exit_code=0)",1,False,0
clickstream_ingest,2026-05-12,sessionize,2026-05-12 00:33:30,2026-05-12 00:56:47,"2026-05-12 00:33:30 INFO  [clickstream_ingest.sessionize] TaskInstance started — attempt 1
2026-05-12 00:33:32 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 00:33:35 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 00:45:08 INFO  Stage 1 complete — input rows processed
2026-05-12 00:56:45 INFO  Writing output Delta table (MERGE) 
2026-05-12 00:56:47 INFO  [clickstream_ingest.sessionize] Task completed successfully in 1397s (exit_code=0)",1,False,0
clickstream_ingest,2026-05-12,write_bronze,2026-05-12 00:57:43,2026-05-12 01:03:45,"2026-05-12 00:57:43 INFO  [clickstream_ingest.write_bronze] TaskInstance started — attempt 1
2026-05-12 00:57:45 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 00:57:48 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 01:00:44 INFO  Stage 1 running…
2026-05-12 01:03:42 ERROR Executor: Exception in task 47.0 in stage 12.0 (TID 1893) java.lang.OutOfMemoryError: Java heap space
2026-05-12 01:03:43 ERROR   java.lang.OutOfMemoryError: Java heap space
                       	at org.apache.spark.sql.execution.aggregate.HashAggregateExec.doExecute(HashAggregateExec.scala:101)
                       	at org.apache.spark.sql.execution.exchange.ShuffleExchangeExec.prepareShuffleDependency(...)
                       	at org.apache.spark.scheduler.Task.run(Task.scala:139)
2026-05-12 01:03:45 ERROR [clickstream_ingest.write_bronze] Task failed on attempt 1 (exit_code=1)",1,True,1
clickstream_ingest,2026-05-12,write_bronze,2026-05-12 01:07:43,2026-05-12 01:15:23,"2026-05-12 01:07:43 INFO  [clickstream_ingest.write_bronze] TaskInstance started — attempt 2
2026-05-12 01:07:45 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 01:07:48 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 01:11:33 INFO  Stage 1 running…
2026-05-12 01:15:20 ERROR Executor: Exception in task 47.0 in stage 12.0 (TID 1893) java.lang.OutOfMemoryError: Java heap space
2026-05-12 01:15:21 ERROR   java.lang.OutOfMemoryError: Java heap space
                       	at org.apache.spark.sql.execution.aggregate.HashAggregateExec.doExecute(HashAggregateExec.scala:101)
                       	at org.apache.spark.sql.execution.exchange.ShuffleExchangeExec.prepareShuffleDependency(...)
                       	at org.apache.spark.scheduler.Task.run(Task.scala:139)
2026-05-12 01:15:23 ERROR [clickstream_ingest.write_bronze] Task failed on attempt 2 (exit_code=1)",2,True,1
clickstream_ingest,2026-05-12,write_bronze,2026-05-12 01:16:39,2026-05-12 01:35:13,"2026-05-12 01:16:39 INFO  [clickstream_ingest.write_bronze] TaskInstance started — attempt 3
2026-05-12 01:16:41 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 01:16:44 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 01:25:56 INFO  Stage 1 complete — input rows processed
2026-05-12 01:35:11 INFO  Writing output Delta table (MERGE) 
2026-05-12 01:35:13 INFO  [clickstream_ingest.write_bronze] Task completed successfully in 1114s (exit_code=0)",3,True,0
clickstream_ingest,2026-05-12,write_silver,2026-05-12 01:35:21,2026-05-12 01:48:55,"2026-05-12 01:35:21 INFO  [clickstream_ingest.write_silver] TaskInstance started — attempt 1
2026-05-12 01:35:23 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 01:35:26 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 01:42:08 INFO  Stage 1 complete — input rows processed
2026-05-12 01:48:53 INFO  Writing output Delta table (MERGE) 
2026-05-12 01:48:55 INFO  [clickstream_ingest.write_silver] Task completed successfully in 814s (exit_code=0)",1,False,0
ml_feature_store,2026-05-12,fetch_training_data,2026-05-12 06:26:28,2026-05-12 06:42:38,"2026-05-12 06:26:28 INFO  [ml_feature_store.fetch_training_data] TaskInstance started — attempt 1
2026-05-12 06:26:30 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 06:26:33 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 06:34:33 INFO  Stage 1 complete — input rows processed
2026-05-12 06:42:36 INFO  Writing output Delta table (MERGE) 
2026-05-12 06:42:38 INFO  [ml_feature_store.fetch_training_data] Task completed successfully in 970s (exit_code=0)",1,False,0
ml_feature_store,2026-05-12,compute_features,2026-05-12 06:43:05,2026-05-12 06:46:51,"2026-05-12 06:43:05 INFO  [ml_feature_store.compute_features] TaskInstance started — attempt 1
2026-05-12 06:43:07 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 06:43:10 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 06:44:58 INFO  Stage 1 complete — input rows processed
2026-05-12 06:46:49 INFO  Writing output Delta table (MERGE) 
2026-05-12 06:46:51 INFO  [ml_feature_store.compute_features] Task completed successfully in 226s (exit_code=0)",1,False,0
ml_feature_store,2026-05-12,validate_features,2026-05-12 06:47:18,2026-05-12 06:56:02,"2026-05-12 06:47:18 INFO  [ml_feature_store.validate_features] TaskInstance started — attempt 1
2026-05-12 06:47:20 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 06:47:23 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 06:51:40 INFO  Stage 1 complete — input rows processed
2026-05-12 06:56:00 INFO  Writing output Delta table (MERGE) 
2026-05-12 06:56:02 INFO  [ml_feature_store.validate_features] Task completed successfully in 524s (exit_code=0)",1,False,0
ml_feature_store,2026-05-12,materialize_online,2026-05-12 06:56:38,2026-05-12 07:01:38,"2026-05-12 06:56:38 INFO  [ml_feature_store.materialize_online] TaskInstance started — attempt 1
2026-05-12 06:56:40 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 06:56:43 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 06:59:08 INFO  Stage 1 complete — input rows processed
2026-05-12 07:01:36 INFO  Writing output Delta table (MERGE) 
2026-05-12 07:01:38 INFO  [ml_feature_store.materialize_online] Task completed successfully in 300s (exit_code=0)",1,False,0
data_quality_checks,2026-05-12,load_snapshots,2026-05-12 07:04:47,2026-05-12 07:21:07,"2026-05-12 07:04:47 INFO  [data_quality_checks.load_snapshots] TaskInstance started — attempt 1
2026-05-12 07:04:49 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 07:04:52 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 07:12:57 INFO  Stage 1 complete — input rows processed
2026-05-12 07:21:05 INFO  Writing output Delta table (MERGE) 
2026-05-12 07:21:07 INFO  [data_quality_checks.load_snapshots] Task completed successfully in 980s (exit_code=0)",1,False,0
data_quality_checks,2026-05-12,run_expectations,2026-05-12 07:21:43,2026-05-12 07:27:28,"2026-05-12 07:21:43 INFO  [data_quality_checks.run_expectations] TaskInstance started — attempt 1
2026-05-12 07:21:45 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 07:21:48 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 07:24:35 INFO  Stage 1 complete — input rows processed
2026-05-12 07:27:26 INFO  Writing output Delta table (MERGE) 
2026-05-12 07:27:28 INFO  [data_quality_checks.run_expectations] Task completed successfully in 345s (exit_code=0)",1,False,0
data_quality_checks,2026-05-12,summarize_results,2026-05-12 07:27:58,2026-05-12 07:49:43,"2026-05-12 07:27:58 INFO  [data_quality_checks.summarize_results] TaskInstance started — attempt 1
2026-05-12 07:28:00 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 07:28:03 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 07:38:50 INFO  Stage 1 complete — input rows processed
2026-05-12 07:49:41 INFO  Writing output Delta table (MERGE) 
2026-05-12 07:49:43 INFO  [data_quality_checks.summarize_results] Task completed successfully in 1305s (exit_code=0)",1,False,0
revenue_reporting,2026-05-12,aggregate_daily_revenue,2026-05-12 08:26:27,2026-05-12 08:38:57,"2026-05-12 08:26:27 INFO  [revenue_reporting.aggregate_daily_revenue] TaskInstance started — attempt 1
2026-05-12 08:26:29 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 08:26:32 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 08:32:42 INFO  Stage 1 complete — input rows processed
2026-05-12 08:38:55 INFO  Writing output Delta table (MERGE) 
2026-05-12 08:38:57 INFO  [revenue_reporting.aggregate_daily_revenue] Task completed successfully in 750s (exit_code=0)",1,False,0
revenue_reporting,2026-05-12,currency_convert,2026-05-12 08:39:24,2026-05-12 08:55:23,"2026-05-12 08:39:24 INFO  [revenue_reporting.currency_convert] TaskInstance started — attempt 1
2026-05-12 08:39:26 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 08:39:29 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 08:47:23 INFO  Stage 1 complete — input rows processed
2026-05-12 08:55:21 INFO  Writing output Delta table (MERGE) 
2026-05-12 08:55:23 INFO  [revenue_reporting.currency_convert] Task completed successfully in 959s (exit_code=0)",1,False,0
revenue_reporting,2026-05-12,build_dashboards_tbl,2026-05-12 08:55:37,2026-05-12 09:01:26,"2026-05-12 08:55:37 INFO  [revenue_reporting.build_dashboards_tbl] TaskInstance started — attempt 1
2026-05-12 08:55:39 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 08:55:42 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 08:58:31 INFO  Stage 1 complete — input rows processed
2026-05-12 09:01:24 INFO  Writing output Delta table (MERGE) 
2026-05-12 09:01:26 INFO  [revenue_reporting.build_dashboards_tbl] Task completed successfully in 349s (exit_code=0)",1,False,0
user_segmentation,2026-05-12,load_activity,2026-05-12 09:21:14,2026-05-12 09:28:26,"2026-05-12 09:21:14 INFO  [user_segmentation.load_activity] TaskInstance started — attempt 1
2026-05-12 09:21:16 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-12 09:21:19 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-12 09:24:50 INFO  Stage 1 running…
2026-05-12 09:28:23 ERROR TaskRunner: Task exceeded execution_timeout (3600s) and was terminated.
2026-05-12 09:28:24 ERROR   java.util.concurrent.TimeoutException: Task exceeded the configured execution_timeout of 3600s
                       	at org.apache.airflow.executors.TaskRunner.enforceTimeout(...)
2026-05-12 09:28:26 ERROR [user_segmentation.load_activity] Task failed on attempt 1 (exit_code=1)",1,True,1
