dag_id,run_date,num_successful_tasks,num_failed_tasks,is_success
inventory_sync,2026-05-18,4,0,True
marketing_attribution,2026-05-18,4,0,True
finance_reconciliation,2026-05-18,5,0,True
clickstream_ingest,2026-05-18,5,0,True
ml_feature_store,2026-05-18,4,0,True
data_quality_checks,2026-05-18,3,0,True
revenue_reporting,2026-05-18,3,0,True
user_segmentation,2026-05-18,4,0,True
daily_sales_etl,2026-05-19,5,0,True
customer_360_pipeline,2026-05-19,5,0,True
inventory_sync,2026-05-19,4,0,True
marketing_attribution,2026-05-19,4,0,True
finance_reconciliation,2026-05-19,5,0,True
clickstream_ingest,2026-05-19,5,0,True
ml_feature_store,2026-05-19,4,0,True
data_quality_checks,2026-05-19,3,0,True
revenue_reporting,2026-05-19,3,0,True
user_segmentation,2026-05-19,4,0,True
daily_sales_etl,2026-05-20,5,0,True
customer_360_pipeline,2026-05-20,5,0,True
inventory_sync,2026-05-20,4,0,True
marketing_attribution,2026-05-20,4,0,True
finance_reconciliation,2026-05-20,5,0,True
clickstream_ingest,2026-05-20,5,0,True
ml_feature_store,2026-05-20,3,1,False
data_quality_checks,2026-05-20,3,0,True
revenue_reporting,2026-05-20,3,0,True
user_segmentation,2026-05-20,4,0,True
daily_sales_etl,2026-05-21,5,0,True
customer_360_pipeline,2026-05-21,5,0,True
inventory_sync,2026-05-21,1,1,False
marketing_attribution,2026-05-21,4,0,True
finance_reconciliation,2026-05-21,5,0,True
clickstream_ingest,2026-05-21,5,0,True
ml_feature_store,2026-05-21,3,1,False
data_quality_checks,2026-05-21,3,0,True
revenue_reporting,2026-05-21,3,0,True
user_segmentation,2026-05-21,4,0,True
daily_sales_etl,2026-05-22,5,0,True
customer_360_pipeline,2026-05-22,5,0,True
inventory_sync,2026-05-22,4,0,True
marketing_attribution,2026-05-22,4,0,True
finance_reconciliation,2026-05-22,5,0,True
clickstream_ingest,2026-05-22,5,0,True
ml_feature_store,2026-05-22,2,1,False
data_quality_checks,2026-05-22,3,0,True
revenue_reporting,2026-05-22,3,0,True
user_segmentation,2026-05-22,4,0,True
daily_sales_etl,2026-05-23,5,0,True
customer_360_pipeline,2026-05-23,5,0,True
inventory_sync,2026-05-23,4,0,True
marketing_attribution,2026-05-23,3,1,False
finance_reconciliation,2026-05-23,5,0,True
clickstream_ingest,2026-05-23,5,0,True
ml_feature_store,2026-05-23,4,0,True
data_quality_checks,2026-05-23,3,0,True
revenue_reporting,2026-05-23,3,0,True
user_segmentation,2026-05-23,4,0,True
daily_sales_etl,2026-05-24,5,0,True
customer_360_pipeline,2026-05-24,3,1,False
inventory_sync,2026-05-24,0,1,False
marketing_attribution,2026-05-24,4,0,True
finance_reconciliation,2026-05-24,5,0,True
clickstream_ingest,2026-05-24,5,0,True
ml_feature_store,2026-05-24,4,0,True
data_quality_checks,2026-05-24,3,0,True
revenue_reporting,2026-05-24,3,0,True
user_segmentation,2026-05-24,3,1,False
daily_sales_etl,2026-05-25,5,0,True
customer_360_pipeline,2026-05-25,5,0,True
inventory_sync,2026-05-25,4,0,True
marketing_attribution,2026-05-25,3,1,False
finance_reconciliation,2026-05-25,5,0,True
clickstream_ingest,2026-05-25,5,0,True
ml_feature_store,2026-05-25,2,1,False
data_quality_checks,2026-05-25,3,0,True
revenue_reporting,2026-05-25,3,0,True
user_segmentation,2026-05-25,4,0,True
daily_sales_etl,2026-05-26,5,0,True
customer_360_pipeline,2026-05-26,5,0,True
inventory_sync,2026-05-26,4,0,True
marketing_attribution,2026-05-26,4,0,True
finance_reconciliation,2026-05-26,5,0,True
clickstream_ingest,2026-05-26,3,1,False
ml_feature_store,2026-05-26,4,0,True
data_quality_checks,2026-05-26,3,0,True
revenue_reporting,2026-05-26,2,1,False
user_segmentation,2026-05-26,4,0,True
daily_sales_etl,2026-05-27,5,0,True
customer_360_pipeline,2026-05-27,5,0,True
inventory_sync,2026-05-27,4,0,True
marketing_attribution,2026-05-27,4,0,True
finance_reconciliation,2026-05-27,5,0,True
clickstream_ingest,2026-05-27,5,0,True
ml_feature_store,2026-05-27,4,0,True
data_quality_checks,2026-05-27,3,0,True
revenue_reporting,2026-05-27,3,0,True
user_segmentation,2026-05-27,4,0,True
daily_sales_etl,2026-05-28,5,0,True
customer_360_pipeline,2026-05-28,5,0,True
inventory_sync,2026-05-28,4,0,True
marketing_attribution,2026-05-28,4,0,True
finance_reconciliation,2026-05-28,5,0,True
clickstream_ingest,2026-05-28,5,0,True
ml_feature_store,2026-05-28,4,0,True
data_quality_checks,2026-05-28,3,0,True
revenue_reporting,2026-05-28,3,0,True
user_segmentation,2026-05-28,4,0,True
daily_sales_etl,2026-05-29,5,0,True
customer_360_pipeline,2026-05-29,5,0,True
inventory_sync,2026-05-29,2,1,False
marketing_attribution,2026-05-29,4,0,True
finance_reconciliation,2026-05-29,5,0,True
clickstream_ingest,2026-05-29,5,0,True
ml_feature_store,2026-05-29,4,0,True
data_quality_checks,2026-05-29,3,0,True
revenue_reporting,2026-05-29,3,0,True
user_segmentation,2026-05-29,4,0,True
daily_sales_etl,2026-05-30,5,0,True
customer_360_pipeline,2026-05-30,5,0,True
inventory_sync,2026-05-30,4,0,True
marketing_attribution,2026-05-30,4,0,True
finance_reconciliation,2026-05-30,5,0,True
clickstream_ingest,2026-05-30,3,1,False
ml_feature_store,2026-05-30,4,0,True
data_quality_checks,2026-05-30,3,0,True
revenue_reporting,2026-05-30,3,0,True
user_segmentation,2026-05-30,0,1,False
daily_sales_etl,2026-05-31,5,0,True
customer_360_pipeline,2026-05-31,5,0,True
inventory_sync,2026-05-31,4,0,True
marketing_attribution,2026-05-31,4,0,True
finance_reconciliation,2026-05-31,5,0,True
clickstream_ingest,2026-05-31,5,0,True
ml_feature_store,2026-05-31,1,1,False
data_quality_checks,2026-05-31,3,0,True
revenue_reporting,2026-05-31,3,0,True
user_segmentation,2026-05-31,0,1,False
daily_sales_etl,2026-06-01,5,0,True
customer_360_pipeline,2026-06-01,5,0,True
inventory_sync,2026-06-01,4,0,True
marketing_attribution,2026-06-01,4,0,True
finance_reconciliation,2026-06-01,5,0,True
clickstream_ingest,2026-06-01,5,0,True
ml_feature_store,2026-06-01,4,0,True
data_quality_checks,2026-06-01,3,0,True
revenue_reporting,2026-06-01,3,0,True
user_segmentation,2026-06-01,4,0,True
daily_sales_etl,2026-06-02,5,0,True
customer_360_pipeline,2026-06-02,3,1,False
inventory_sync,2026-06-02,4,0,True
marketing_attribution,2026-06-02,4,0,True
finance_reconciliation,2026-06-02,5,0,True
clickstream_ingest,2026-06-02,2,1,False
ml_feature_store,2026-06-02,4,0,True
data_quality_checks,2026-06-02,3,0,True
revenue_reporting,2026-06-02,3,0,True
user_segmentation,2026-06-02,4,0,True
daily_sales_etl,2026-06-03,5,0,True
customer_360_pipeline,2026-06-03,5,0,True
inventory_sync,2026-06-03,4,0,True
marketing_attribution,2026-06-03,4,0,True
finance_reconciliation,2026-06-03,5,0,True
clickstream_ingest,2026-06-03,5,0,True
ml_feature_store,2026-06-03,4,0,True
data_quality_checks,2026-06-03,0,1,False
revenue_reporting,2026-06-03,3,0,True
user_segmentation,2026-06-03,4,0,True
daily_sales_etl,2026-06-04,5,0,True
customer_360_pipeline,2026-06-04,5,0,True
inventory_sync,2026-06-04,0,1,False
marketing_attribution,2026-06-04,4,0,True
finance_reconciliation,2026-06-04,5,0,True
clickstream_ingest,2026-06-04,5,0,True
ml_feature_store,2026-06-04,3,1,False
data_quality_checks,2026-06-04,3,0,True
revenue_reporting,2026-06-04,3,0,True
user_segmentation,2026-06-04,4,0,True
daily_sales_etl,2026-06-05,5,0,True
customer_360_pipeline,2026-06-05,5,0,True
inventory_sync,2026-06-05,4,0,True
marketing_attribution,2026-06-05,0,1,False
finance_reconciliation,2026-06-05,5,0,True
clickstream_ingest,2026-06-05,5,0,True
ml_feature_store,2026-06-05,4,0,True
data_quality_checks,2026-06-05,3,0,True
revenue_reporting,2026-06-05,3,0,True
user_segmentation,2026-06-05,4,0,True
daily_sales_etl,2026-06-06,5,0,True
customer_360_pipeline,2026-06-06,0,1,False
inventory_sync,2026-06-06,4,0,True
marketing_attribution,2026-06-06,4,0,True
finance_reconciliation,2026-06-06,5,0,True
clickstream_ingest,2026-06-06,5,0,True
ml_feature_store,2026-06-06,4,0,True
data_quality_checks,2026-06-06,3,0,True
revenue_reporting,2026-06-06,3,0,True
user_segmentation,2026-06-06,4,0,True
daily_sales_etl,2026-06-07,5,0,True
customer_360_pipeline,2026-06-07,5,0,True
inventory_sync,2026-06-07,4,0,True
marketing_attribution,2026-06-07,4,0,True
finance_reconciliation,2026-06-07,1,1,False
clickstream_ingest,2026-06-07,5,0,True
ml_feature_store,2026-06-07,4,0,True
data_quality_checks,2026-06-07,3,0,True
revenue_reporting,2026-06-07,3,0,True
user_segmentation,2026-06-07,4,0,True
daily_sales_etl,2026-06-08,5,0,True
customer_360_pipeline,2026-06-08,2,1,False
inventory_sync,2026-06-08,4,0,True
marketing_attribution,2026-06-08,4,0,True
finance_reconciliation,2026-06-08,5,0,True
clickstream_ingest,2026-06-08,5,0,True
ml_feature_store,2026-06-08,4,0,True
data_quality_checks,2026-06-08,3,0,True
revenue_reporting,2026-06-08,3,0,True
user_segmentation,2026-06-08,4,0,True
daily_sales_etl,2026-06-09,5,0,True
customer_360_pipeline,2026-06-09,5,0,True
inventory_sync,2026-06-09,4,0,True
marketing_attribution,2026-06-09,4,0,True
finance_reconciliation,2026-06-09,5,0,True
clickstream_ingest,2026-06-09,5,0,True
ml_feature_store,2026-06-09,4,0,True
data_quality_checks,2026-06-09,3,0,True
revenue_reporting,2026-06-09,3,0,True
user_segmentation,2026-06-09,4,0,True
daily_sales_etl,2026-06-10,5,0,True
customer_360_pipeline,2026-06-10,5,0,True
inventory_sync,2026-06-10,4,0,True
marketing_attribution,2026-06-10,4,0,True
finance_reconciliation,2026-06-10,5,0,True
clickstream_ingest,2026-06-10,5,0,True
ml_feature_store,2026-06-10,4,0,True
data_quality_checks,2026-06-10,0,1,False
revenue_reporting,2026-06-10,3,0,True
user_segmentation,2026-06-10,4,0,True
daily_sales_etl,2026-06-11,5,0,True
customer_360_pipeline,2026-06-11,5,0,True
inventory_sync,2026-06-11,4,0,True
marketing_attribution,2026-06-11,4,0,True
finance_reconciliation,2026-06-11,5,0,True
clickstream_ingest,2026-06-11,5,0,True
ml_feature_store,2026-06-11,4,0,True
data_quality_checks,2026-06-11,3,0,True
revenue_reporting,2026-06-11,3,0,True
user_segmentation,2026-06-11,4,0,True
