dag_id,run_date,task_id,start_time,end_time,log,log_summary,stack_trace,failure_signals
marketing_attribution,2026-05-23,attribute_revenue,2026-05-23 05:46:48,2026-05-23 06:05:46,"2026-05-23 05:46:48 INFO  [marketing_attribution.attribute_revenue] TaskInstance started — attempt 3
2026-05-23 05:46:50 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-23 05:46:53 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-23 05:56:17 INFO  Stage 1 running…
2026-05-23 06:05:43 ERROR Analyzer: cannot resolve column 'customer_id' — upstream schema changed.
2026-05-23 06:05:44 ERROR   org.apache.spark.sql.AnalysisException: cannot resolve 'customer_id' given input columns: [cust_id, ...]
                       	at org.apache.spark.sql.catalyst.analysis.CheckAnalysis.failAnalysis(...)
                       	at org.apache.spark.sql.Dataset.select(Dataset.scala:1685)
2026-05-23 06:05:46 ERROR [marketing_attribution.attribute_revenue] Task failed on attempt 3 (exit_code=1)","Incoming schema drifted (a referenced column was renamed/dropped), raising an AnalysisException during the transform step.","org.apache.spark.sql.AnalysisException: cannot resolve 'customer_id' given input columns: [cust_id, ...]
	at org.apache.spark.sql.catalyst.analysis.CheckAnalysis.failAnalysis(...)
	at org.apache.spark.sql.Dataset.select(Dataset.scala:1685)","[""AnalysisException"", ""cannot resolve column"", ""Schema mismatch detected""]"
customer_360_pipeline,2026-05-24,build_profiles,2026-05-24 03:15:03,2026-05-24 03:34:10,"2026-05-24 03:15:03 INFO  [customer_360_pipeline.build_profiles] TaskInstance started — attempt 4
2026-05-24 03:15:05 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-24 03:15:08 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-24 03:24:36 INFO  Stage 1 running…
2026-05-24 03:34:07 ERROR Sensor: Timed out waiting for upstream partition to arrive.
2026-05-24 03:34:08 ERROR   airflow.exceptions.AirflowSensorTimeout: Sensor timed out waiting for partition dt=... on upstream dataset
                       	at airflow.sensors.base.BaseSensorOperator.execute(...)
2026-05-24 03:34:10 ERROR [customer_360_pipeline.build_profiles] Task failed on attempt 4 (exit_code=1)","A sensor timed out waiting for an upstream dataset partition that never landed, blocking all downstream work.","airflow.exceptions.AirflowSensorTimeout: Sensor timed out waiting for partition dt=... on upstream dataset
	at airflow.sensors.base.BaseSensorOperator.execute(...)","[""UpstreamFailedException"", ""Sensor timeout"", ""Dependency partition not found""]"
inventory_sync,2026-05-24,pull_warehouse_api,2026-05-24 03:27:32,2026-05-24 03:37:58,"2026-05-24 03:27:32 INFO  [inventory_sync.pull_warehouse_api] TaskInstance started — attempt 3
2026-05-24 03:27:34 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-24 03:27:37 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-24 03:32:45 INFO  Stage 1 running…
2026-05-24 03:37:55 ERROR DataSource: Path does not exist for the current run partition; 0 input files matched.
2026-05-24 03:37:56 ERROR   org.apache.spark.sql.AnalysisException: Path does not exist: s3://lake/raw/pull_warehouse_api/dt=...
                       	at org.apache.spark.sql.execution.datasources.DataSource.checkAndGlobPathIfNecessary(...)
                       	at org.apache.spark.sql.DataFrameReader.load(DataFrameReader.scala:309)
2026-05-24 03:37:58 ERROR [inventory_sync.pull_warehouse_api] Task failed on attempt 3 (exit_code=1)","The upstream source partition for this run date was missing/empty, so the task aborted before processing any records.","org.apache.spark.sql.AnalysisException: Path does not exist: s3://lake/raw/pull_warehouse_api/dt=...
	at org.apache.spark.sql.execution.datasources.DataSource.checkAndGlobPathIfNecessary(...)
	at org.apache.spark.sql.DataFrameReader.load(DataFrameReader.scala:309)","[""FileNotFoundException"", ""Path does not exist"", ""0 records read from source""]"
user_segmentation,2026-05-24,push_to_crm,2026-05-24 10:21:13,2026-05-24 10:32:54,"2026-05-24 10:21:13 INFO  [user_segmentation.push_to_crm] TaskInstance started — attempt 3
2026-05-24 10:21:15 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-24 10:21:18 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-24 10:27:03 INFO  Stage 1 running…
2026-05-24 10:32:51 ERROR ShuffleBlockFetcherIterator: Failed to fetch shuffle block from a lost executor.
2026-05-24 10:32:52 ERROR   org.apache.spark.shuffle.FetchFailedException: Failed to connect to executor-7.cluster:35421
                       	at org.apache.spark.storage.ShuffleBlockFetcherIterator.throwFetchFailedException(...)
                       	at org.apache.spark.scheduler.ShuffleMapTask.runTask(ShuffleMapTask.scala:99)
2026-05-24 10:32:54 ERROR [user_segmentation.push_to_crm] Task failed on attempt 3 (exit_code=1)",A shuffle fetch failed after an executor/node was lost mid-stage; the stage was retried and ultimately exhausted retries.,"org.apache.spark.shuffle.FetchFailedException: Failed to connect to executor-7.cluster:35421
	at org.apache.spark.storage.ShuffleBlockFetcherIterator.throwFetchFailedException(...)
	at org.apache.spark.scheduler.ShuffleMapTask.runTask(ShuffleMapTask.scala:99)","[""FetchFailedException"", ""Shuffle block fetch failed"", ""Connection reset by peer""]"
marketing_attribution,2026-05-25,attribute_revenue,2026-05-25 05:07:27,2026-05-25 05:11:38,"2026-05-25 05:07:27 INFO  [marketing_attribution.attribute_revenue] TaskInstance started — attempt 3
2026-05-25 05:07:29 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-25 05:07:32 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-25 05:09:32 INFO  Stage 1 running…
2026-05-25 05:11:35 ERROR Sensor: Timed out waiting for upstream partition to arrive.
2026-05-25 05:11:36 ERROR   airflow.exceptions.AirflowSensorTimeout: Sensor timed out waiting for partition dt=... on upstream dataset
                       	at airflow.sensors.base.BaseSensorOperator.execute(...)
2026-05-25 05:11:38 ERROR [marketing_attribution.attribute_revenue] Task failed on attempt 3 (exit_code=1)","A sensor timed out waiting for an upstream dataset partition that never landed, blocking all downstream work.","airflow.exceptions.AirflowSensorTimeout: Sensor timed out waiting for partition dt=... on upstream dataset
	at airflow.sensors.base.BaseSensorOperator.execute(...)","[""UpstreamFailedException"", ""Sensor timeout"", ""Dependency partition not found""]"
ml_feature_store,2026-05-25,validate_features,2026-05-25 07:41:13,2026-05-25 07:52:21,"2026-05-25 07:41:13 INFO  [ml_feature_store.validate_features] TaskInstance started — attempt 4
2026-05-25 07:41:15 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-25 07:41:18 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-25 07:46:47 INFO  Stage 1 running…
2026-05-25 07:52:18 ERROR Expectations: not_null(order_id) failed with 4123 violating rows.
2026-05-25 07:52:19 ERROR   com.databricks.sql.expectations.ExpectationFailedException: Expectation 'not_null(order_id)' failed: 4123 violating rows
                       	at com.databricks.pipelines.execution.core.ExpectationEvaluator.evaluate(...)
2026-05-25 07:52:21 ERROR [ml_feature_store.validate_features] Task failed on attempt 4 (exit_code=1)","A data-quality expectation failed because a non-nullable key column contained nulls in the latest batch, halting the pipeline by design.","com.databricks.sql.expectations.ExpectationFailedException: Expectation 'not_null(order_id)' failed: 4123 violating rows
	at com.databricks.pipelines.execution.core.ExpectationEvaluator.evaluate(...)","[""ConstraintViolation"", ""Null values in non-nullable column"", ""Expectation failed: not_null""]"
clickstream_ingest,2026-05-26,write_bronze,2026-05-26 01:59:10,2026-05-26 02:19:46,"2026-05-26 01:59:10 INFO  [clickstream_ingest.write_bronze] TaskInstance started — attempt 3
2026-05-26 01:59:12 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-26 01:59:15 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-26 02:09:28 INFO  Stage 1 running…
2026-05-26 02:19:43 ERROR TaskRunner: Task exceeded execution_timeout (3600s) and was terminated.
2026-05-26 02:19:44 ERROR   java.util.concurrent.TimeoutException: Task exceeded the configured execution_timeout of 3600s
                       	at org.apache.airflow.executors.TaskRunner.enforceTimeout(...)
2026-05-26 02:19:46 ERROR [clickstream_ingest.write_bronze] Task failed on attempt 3 (exit_code=1)","The task exceeded its execution timeout, consistent with growing data volume or cluster resource contention during the run window.","java.util.concurrent.TimeoutException: Task exceeded the configured execution_timeout of 3600s
	at org.apache.airflow.executors.TaskRunner.enforceTimeout(...)","[""TimeoutException"", ""SLA missed"", ""Task exceeded execution timeout""]"
revenue_reporting,2026-05-26,build_dashboards_tbl,2026-05-26 09:26:19,2026-05-26 09:35:25,"2026-05-26 09:26:19 INFO  [revenue_reporting.build_dashboards_tbl] TaskInstance started — attempt 3
2026-05-26 09:26:21 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-26 09:26:24 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-26 09:30:52 INFO  Stage 1 running…
2026-05-26 09:35:22 ERROR UnityCatalog: PERMISSION_DENIED for service principal on a referenced table.
2026-05-26 09:35:23 ERROR   com.databricks.sql.managedcatalog.PermissionDeniedException: PERMISSION_DENIED: User 'sp-dataops-prod' does not have SELECT on Table 'main.curated.build_dashboards_tbl'
                       	at com.databricks.sql.managedcatalog.ManagedCatalogClientImpl.checkPrivilege(...)
2026-05-26 09:35:25 ERROR [revenue_reporting.build_dashboards_tbl] Task failed on attempt 3 (exit_code=1)",The service principal was missing a Unity Catalog grant (SELECT/MODIFY) on a required table; likely a grant regression after a catalog change.,"com.databricks.sql.managedcatalog.PermissionDeniedException: PERMISSION_DENIED: User 'sp-dataops-prod' does not have SELECT on Table 'main.curated.build_dashboards_tbl'
	at com.databricks.sql.managedcatalog.ManagedCatalogClientImpl.checkPrivilege(...)","[""PERMISSION_DENIED"", ""User does not have SELECT on table"", ""Unauthorized""]"
inventory_sync,2026-05-29,reconcile_stock,2026-05-29 04:34:58,2026-05-29 04:51:43,"2026-05-29 04:34:58 INFO  [inventory_sync.reconcile_stock] TaskInstance started — attempt 3
2026-05-29 04:35:00 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-29 04:35:03 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-29 04:43:20 INFO  Stage 1 running…
2026-05-29 04:51:40 ERROR ShuffleBlockFetcherIterator: Failed to fetch shuffle block from a lost executor.
2026-05-29 04:51:41 ERROR   org.apache.spark.shuffle.FetchFailedException: Failed to connect to executor-7.cluster:35421
                       	at org.apache.spark.storage.ShuffleBlockFetcherIterator.throwFetchFailedException(...)
                       	at org.apache.spark.scheduler.ShuffleMapTask.runTask(ShuffleMapTask.scala:99)
2026-05-29 04:51:43 ERROR [inventory_sync.reconcile_stock] Task failed on attempt 3 (exit_code=1)",A shuffle fetch failed after an executor/node was lost mid-stage; the stage was retried and ultimately exhausted retries.,"org.apache.spark.shuffle.FetchFailedException: Failed to connect to executor-7.cluster:35421
	at org.apache.spark.storage.ShuffleBlockFetcherIterator.throwFetchFailedException(...)
	at org.apache.spark.scheduler.ShuffleMapTask.runTask(ShuffleMapTask.scala:99)","[""FetchFailedException"", ""Shuffle block fetch failed"", ""Connection reset by peer""]"
clickstream_ingest,2026-05-30,write_bronze,2026-05-30 02:13:43,2026-05-30 02:38:12,"2026-05-30 02:13:43 INFO  [clickstream_ingest.write_bronze] TaskInstance started — attempt 3
2026-05-30 02:13:45 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-30 02:13:48 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-30 02:25:57 INFO  Stage 1 running…
2026-05-30 02:38:09 ERROR Analyzer: cannot resolve column 'customer_id' — upstream schema changed.
2026-05-30 02:38:10 ERROR   org.apache.spark.sql.AnalysisException: cannot resolve 'customer_id' given input columns: [cust_id, ...]
                       	at org.apache.spark.sql.catalyst.analysis.CheckAnalysis.failAnalysis(...)
                       	at org.apache.spark.sql.Dataset.select(Dataset.scala:1685)
2026-05-30 02:38:12 ERROR [clickstream_ingest.write_bronze] Task failed on attempt 3 (exit_code=1)","Incoming schema drifted (a referenced column was renamed/dropped), raising an AnalysisException during the transform step.","org.apache.spark.sql.AnalysisException: cannot resolve 'customer_id' given input columns: [cust_id, ...]
	at org.apache.spark.sql.catalyst.analysis.CheckAnalysis.failAnalysis(...)
	at org.apache.spark.sql.Dataset.select(Dataset.scala:1685)","[""AnalysisException"", ""cannot resolve column"", ""Schema mismatch detected""]"
user_segmentation,2026-05-30,load_activity,2026-05-30 10:14:46,2026-05-30 10:39:11,"2026-05-30 10:14:46 INFO  [user_segmentation.load_activity] TaskInstance started — attempt 3
2026-05-30 10:14:48 INFO  Acquiring Spark session on job cluster (Photon enabled, DBR 15.4 LTS)
2026-05-30 10:14:51 INFO  Reading inputs from Unity Catalog main.curated.* 
2026-05-30 10:26:58 INFO  Stage 1 running…
2026-05-30 10:39:08 ERROR JDBCRDD: Connection timed out after 30000ms while reading from source DB.
2026-05-30 10:39:09 ERROR   java.sql.SQLTransientConnectionException: HikariPool-1 - Connection is not available, request timed out after 30000ms
                       	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:213)
                       	at org.apache.spark.sql.execution.datasources.jdbc.JDBCRDD.compute(...)
2026-05-30 10:39:11 ERROR [user_segmentation.load_activity] Task failed on attempt 3 (exit_code=1)","Connection to the upstream source database timed out after retries, pointing to a network blip or source unavailability rather than a code defect.","java.sql.SQLTransientConnectionException: HikariPool-1 - Connection is not available, request timed out after 30000ms
	at com.zaxxer.hikari.pool.HikariPool.getConnection(HikariPool.java:213)
	at org.apache.spark.sql.execution.datasources.jdbc.JDBCRDD.compute(...)","[""SQLTransientConnectionException"", ""Connection timed out"", ""Read timed out""]"
